director_name,actor_1_name,actor_2_name,actor_3_name,genres,movie_title,comb
Lee Tamahori,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,die another day,Lee Tamahori Toby Stephens Colin Salmon Rick Yune Action Adventure Thriller
Michael Bay,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,armageddon,Michael Bay Bruce Willis Steve Buscemi Will Patton Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,men in black ii,Barry Sonnenfeld Will Smith Rosario Dawson Rip Torn Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,beowulf,Robert Zemeckis Robin Wright Anthony Hopkins Sebastian Roché Action Adventure Animation Fantasy
Alessandro Carloni,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,kung fu panda 3,Alessandro Carloni J.K. Simmons Angelina Jolie Pitt Wayne Knight Action Adventure Animation Comedy Family
Brad Bird,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,mission: impossible - ghost protocol,Brad Bird Tom Cruise Jeremy Renner Michael Nyqvist Action Adventure Thriller
Peter Ramsey,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,rise of the guardians,Peter Ramsey Hugh Jackman Kamil McFadden Khamani Griffin Adventure Animation Family Fantasy
Dean Parisot,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,fun with dick and jane,Dean Parisot John Michael Higgins Richard Burgi David Herman Comedy Crime
Edward Zwick,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,the last samurai,Edward Zwick Tom Cruise Tony Goldwyn Chad Lindberg Action Drama History War
J.J. Abrams,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,star trek,J.J. Abrams Chris Hemsworth Leonard Nimoy Bruce Greenwood Action Adventure Sci-Fi
Sam Raimi,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,spider-man,Sam Raimi J.K. Simmons James Franco Kirsten Dunst Action Adventure Fantasy Romance
Dean DeBlois,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,how to train your dragon 2,Dean DeBlois Gerard Butler Djimon Hounsou America Ferrera Action Adventure Animation Comedy Family Fantasy
Alex Proyas,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,gods of egypt,Alex Proyas Gerard Butler Elodie Yung Bryan Brown Action Adventure Fantasy
Rob Cohen,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,stealth,Rob Cohen Sam Shepard Joe Morton Richard Roxburgh Action Adventure Sci-Fi Thriller
Zack Snyder,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,watchmen,Zack Snyder Matt Frewer Billy Crudup Stephen McHattie Action Drama Mystery Sci-Fi
Richard Donner,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,lethal weapon 4,Richard Donner Jet Li Rene Russo Darlene Love Action Crime Thriller
Ang Lee,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,hulk,Ang Lee Kevin Rankin Regi Davis Celia Weston Action Sci-Fi
Jon M. Chu,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,g.i. joe: retaliation,Jon M. Chu Channing Tatum Dwayne Johnson Elodie Yung Action Adventure Sci-Fi Thriller
Hironobu Sakaguchi,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,final fantasy: the spirits within,Hironobu Sakaguchi Steve Buscemi Ming-Na Wen Jean Simmons Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,captain america: the first avenger,Joe Johnston Chris Evans Dominic Cooper Hayley Atwell Action Adventure Sci-Fi
Michael Apted,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,the world is not enough,Michael Apted Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Action Adventure Thriller
Peter Weir,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,master and commander: the far side of the world,Peter Weir James D'Arcy Lee Ingleby David Threlfall Action Adventure Drama History War
George Miller,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,happy feet 2,George Miller Robin Williams Brad Pitt Common Animation Comedy Family Musical
Louis Leterrier,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,the incredible hulk,Louis Leterrier Ty Burrell Peter Mensah William Hurt Action Adventure Sci-Fi
Unknown,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,miami vice            ,Unknown Don Johnson Philip Michael Thomas John Diehl Action Crime Drama Mystery Thriller
Steven Spielberg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,the bfg,Steven Spielberg Mark Rylance Penelope Wilton Rafe Spall Adventure Family Fantasy
Alejandro G. Iñárritu,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,the revenant,Alejandro G. Iñárritu Leonardo DiCaprio Tom Hardy Lukas Haas Adventure Drama Thriller Western
David Soren,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,turbo,David Soren Ryan Reynolds Snoop Dogg Ben Schwartz Adventure Animation Comedy Family Sport
Gore Verbinski,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,rango,Gore Verbinski Johnny Depp Ray Winstone Stephen Root Adventure Animation Comedy Family Western
Eric Darnell,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,penguins of madagascar,Eric Darnell Benedict Cumberbatch Annet Mahendru Andy Richter Adventure Animation Comedy Family
Paul Greengrass,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,the bourne ultimatum,Paul Greengrass Matt Damon Edgar Ramírez Albert Finney Action Mystery Thriller
Mark Osborne,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,kung fu panda,Mark Osborne Angelina Jolie Pitt Wayne Knight Dan Fogler Action Adventure Animation Comedy Family
Peyton Reed,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,ant-man,Peyton Reed Judy Greer Hayley Atwell T.I. Action Adventure Comedy Sci-Fi
Francis Lawrence,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,the hunger games: catching fire,Francis Lawrence Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Adventure Sci-Fi Thriller
Bill Condon,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,the twilight saga: breaking dawn - part 2,Bill Condon Robert Pattinson Kristen Stewart Taylor Lautner Adventure Drama Fantasy Romance
Steven Spielberg,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,war of the worlds,Steven Spielberg Tom Cruise Lisa Ann Walter Rick Gonzalez Adventure Sci-Fi Thriller
Michael Bay,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,bad boys ii,Michael Bay Will Smith Henry Rollins Jordi Mollà Action Comedy Crime Thriller
Chris Miller,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,puss in boots,Chris Miller Salma Hayek Constance Marie Amy Sedaris Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,salt,Phillip Noyce Angelina Jolie Pitt Andre Braugher August Diehl Action Crime Mystery Thriller
Darren Aronofsky,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,noah,Darren Aronofsky Anthony Hopkins Emma Watson Logan Lerman Action Adventure Drama
Steven Spielberg,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,the adventures of tintin,Steven Spielberg Toby Jones Mackenzie Crook Tony Curran Action Adventure Family Mystery
Alfonso Cuarón,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,harry potter and the prisoner of azkaban,Alfonso Cuarón Daniel Radcliffe Gary Oldman Rupert Grint Adventure Family Fantasy Mystery
Baz Luhrmann,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,australia,Baz Luhrmann Essie Davis Bryan Brown Eddie Baroo Adventure Drama Romance War
M. Night Shyamalan,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,after earth,M. Night Shyamalan Will Smith Zoë Kravitz Glenn Morshower Action Adventure Sci-Fi
Eric Leighton,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,dinosaur,Eric Leighton Alfre Woodard D.B. Sweeney Della Reese Adventure Animation Family Thriller
Matt Birch,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,harry potter and the deathly hallows: part ii,Matt Birch Rupert Grint Dave Legeno Ralph Ineson Action Fantasy
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,night at the museum: secret of the tomb,Shawn Levy Robin Williams Rami Malek Steve Coogan Adventure Comedy Family Fantasy
Tom McGrath,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,megamind,Tom McGrath J.K. Simmons Brad Pitt Will Ferrell Action Animation Comedy Family Sci-Fi
Chris Columbus,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,harry potter and the sorcerer's stone,Chris Columbus Daniel Radcliffe Fiona Shaw Verne Troyer Adventure Family Fantasy
Robert Schwentke,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,r.i.p.d.,Robert Schwentke Ryan Reynolds Jeff Bridges Stephanie Szostak Action Comedy Fantasy
Hideaki Anno,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,godzilla resurgence,Hideaki Anno Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Action Adventure Drama Horror Sci-Fi
Gore Verbinski,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,pirates of the caribbean: the curse of the black pearl,Gore Verbinski Johnny Depp Orlando Bloom Jack Davenport Action Adventure Fantasy
Matt Birch,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,harry potter and the deathly hallows: part i,Matt Birch Rupert Grint Toby Jones Alfred Enoch Fantasy
Francis Lawrence,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,the hunger games: mockingjay - part 1,Francis Lawrence Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Adventure Sci-Fi Thriller
Ron Howard,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,the da vinci code,Ron Howard Tom Hanks Seth Gabel Jürgen Prochnow Mystery Thriller
Carlos Saldanha,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,rio 2,Carlos Saldanha Miguel Ferrer Rachel Crow Jeffrey Garcia Adventure Animation Comedy Family Musical
Bryan Singer,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,x-men 2,Bryan Singer Hugh Jackman Bruce Davison Aaron Stanford Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,fast five,Justin Lin Paul Walker Vin Diesel Dwayne Johnson Action Crime Thriller
Guy Ritchie,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,sherlock holmes: a game of shadows,Guy Ritchie Robert Downey Jr. Eddie Marsan Paul Anderson Action Adventure Crime Mystery Thriller
John McTiernan,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,the 13th warrior,John McTiernan Tony Curran Vladimir Kulich Clive Russell Action Adventure History
Tony Gilroy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,the bourne legacy,Tony Gilroy Jeremy Renner Scott Glenn Stacy Keach Action Adventure Thriller
Joel Schumacher,Michael Gough,Vivica A. Fox,John Glover,Action,batman & robin,Joel Schumacher Michael Gough Vivica A. Fox John Glover Action
Ron Howard,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,how the grinch stole christmas,Ron Howard Clint Howard T.J. Thyne Molly Shannon Comedy Family Fantasy
Roland Emmerich,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,the day after tomorrow,Roland Emmerich Jake Gyllenhaal Dennis Quaid Sela Ward Action Adventure Sci-Fi Thriller
John Woo,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,mission: impossible ii,John Woo Tom Cruise Dougray Scott Richard Roxburgh Action Adventure Thriller
Wolfgang Petersen,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,the perfect storm,Wolfgang Petersen Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Action Adventure Drama Thriller
Tim Story,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,fantastic 4: rise of the silver surfer,Tim Story Chris Evans Ioan Gruffudd Andre Braugher Action Adventure Sci-Fi Thriller
Ang Lee,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,life of pi,Ang Lee Suraj Sharma Rafe Spall Tabu Adventure Drama Fantasy
Mark Steven Johnson,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,ghost rider,Mark Steven Johnson Nicolas Cage Matt Long Peter Fonda Action Fantasy Thriller
Paul Greengrass,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,jason bourne,Paul Greengrass Matt Damon Riz Ahmed Ato Essandoh Action Thriller
McG,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,charlie's angels: full throttle,McG Demi Moore Bernie Mac Justin Theroux Action Adventure Comedy Crime
Ridley Scott,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,prometheus,Ridley Scott Michael Fassbender Charlize Theron Sean Harris Adventure Mystery Sci-Fi
Rob Minkoff,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,stuart little 2,Rob Minkoff Nathan Lane Brad Garrett Melanie Griffith Adventure Animation Comedy Family Fantasy
Neill Blomkamp,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,elysium,Neill Blomkamp Matt Damon Sharlto Copley Alice Braga Action Drama Sci-Fi Thriller
David Twohy,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,the chronicles of riddick,David Twohy Vin Diesel Alexa Davalos Christina Cox Action Adventure Sci-Fi Thriller
Lana Wachowski,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,speed racer,Lana Wachowski Scott Porter Kick Gurry Nicholas Elia Action Family Sport
James L. Brooks,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,how do you know,James L. Brooks Shelley Conn Domenick Lombardozzi Teyonah Parris Comedy Drama Romance
James Mangold,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,knight and day,James Mangold Tom Cruise Marc Blucas Jordi Mollà Action Comedy Romance
Joseph Kosinski,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,oblivion,Joseph Kosinski Morgan Freeman Tom Cruise Zoë Bell Action Adventure Mystery Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode iii - revenge of the sith,George Lucas Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
George Lucas,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,star wars: episode ii - attack of the clones,George Lucas Natalie Portman Christopher Lee Hayden Christensen Action Adventure Fantasy Sci-Fi
Pete Docter,Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,"monsters, inc.",Pete Docter Steve Buscemi John Ratzenberger James Coburn Adventure Animation Comedy Family Fantasy
James Mangold,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,the wolverine,James Mangold Hugh Jackman Tao Okamoto Rila Fukushima Action Adventure Sci-Fi Thriller
George Lucas,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,star wars: episode i - the phantom menace,George Lucas Natalie Portman Liam Neeson Ian McDiarmid Action Adventure Fantasy Sci-Fi
Kirk De Micco,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,the croods,Kirk De Micco Ryan Reynolds Emma Stone Nicolas Cage Adventure Animation Comedy Family Fantasy
Frédéric Forestier,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,asterix at the olympic games,Frédéric Forestier Alain Delon Santiago Segura Vanessa Hessler Adventure Comedy Family Fantasy
John Woo,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,windtalkers,John Woo Nicolas Cage Roger Willie Noah Emmerich Action Drama War
Cedric Nicolas-Troyan,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,the huntsman: winter's war,Cedric Nicolas-Troyan Chris Hemsworth Sam Claflin Charlize Theron Action Adventure Drama Fantasy
Alfonso Cuarón,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,gravity,Alfonso Cuarón Phaldut Sharma Basher Savage Amy Warren Adventure Drama Sci-Fi Thriller
Roger Donaldson,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,dante's peak,Roger Donaldson Jamie Renée Smith Grant Heslov Tzi Ma Action Adventure Thriller
Dave Green,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,teenage mutant ninja turtles: out of the shadows,Dave Green Stephen Amell Noel Fisher Brad Garrett Action Adventure Comedy Sci-Fi
Shawn Levy,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,night at the museum,Shawn Levy Robin Williams Rami Malek Steve Coogan Action Adventure Comedy Family Fantasy
Brad Peyton,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,san andreas,Brad Peyton Dwayne Johnson Ioan Gruffudd Archie Panjabi Action Adventure Drama Thriller
Roger Spottiswoode,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,tomorrow never dies,Roger Spottiswoode Vincent Schiavelli Colin Salmon Joe Don Baker Action Adventure Thriller
Roland Emmerich,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,the patriot,Roland Emmerich Heath Ledger Adam Baldwin Tom Wilkinson Action Drama History War
Steven Soderbergh,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,ocean's twelve,Steven Soderbergh Brad Pitt Julia Roberts Mini Anden Crime Thriller
Doug Liman,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,mr. & mrs. smith,Doug Liman Brad Pitt Angelina Jolie Pitt Stephanie March Action Comedy Crime Romance Thriller
Robert Schwentke,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,insurgent,Robert Schwentke Kate Winslet Theo James Mekhi Phifer Adventure Sci-Fi Thriller
Martin Scorsese,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,the aviator,Martin Scorsese Leonardo DiCaprio Adam Scott Frances Conroy Biography Drama
Rob Letterman,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,gulliver's travels,Rob Letterman James Corden Catherine Tate Olly Alexander Adventure Comedy Family Fantasy
